marketplace_id,Player,Team,Position,Position Group,Play_Type,Season,Week,Moment_Date,Game Outcome,won_game,Description only (Moment TD),Conservative (In-game TD),Conservative (Moment TD),Best Guess: (In-game TD),Best Guess (Moment TD),Moment_Tier,Rarity,Moment_Description,NFLALLDAY_ASSETS_URL,Total_Circulation,Price,tx_id,site
605,Demarcus Lawrence,Dallas Cowboys,DL,Defense,Interception,2021,16,2021-12-26 00:00:00.000,Win,True,True,,True,True,True,RARE,1,"Demarcus Lawrence snagged this one out of the air at the line, pulling it into his body for the pick and looking up the field. He stiff-armed one would-be tackler, tight-roped the sideline, and kept rumbling ahead for the 40-yard touchdown. Lawrence added two tackles in the Cowboys' 56-14 win over Washington on Dec. 26, 2021.",https://assets.nflallday.com/editions/in_the_trenches/cd928f7b-b6f5-4a46-9a10-db9be8537735/play_cd928f7b-b6f5-4a46-9a10-db9be8537735_in_the_trenches_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,699,97.25352112676056,71,https://nflallday.com/listing/moment/605
606,Russell Wilson,Seattle Seahawks,QB,Offense,Pass,2021,16,2021-12-26 00:00:00.000,Loss,False,True,True,True,True,True,RARE,1,"On a snowy day in Seattle, Russell Wilson spotted DK Metcalf in single coverage along the far sideline and floated this touch pass just out of the reach of the defender and into his wide receiver's hands. Metcalf walked it in for the 41-yard score. Wilson finished 16-of-27 on the day for 181 yards and two touchdowns in a 25-24 Seattle loss to the Bears on Dec. 26, 2021.",https://assets.nflallday.com/editions/launch_codes/c85ea28b-cec2-41fd-be55-f3c1a8da7c33/play_c85ea28b-cec2-41fd-be55-f3c1a8da7c33_launch_codes_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,899,301.2597402597403,77,https://nflallday.com/listing/moment/606
607,A.J. Brown,Tennessee Titans,WR,Offense,Reception,2021,16,2021-12-23 00:00:00.000,Win,True,True,True,False,True,False,RARE,1,"Knowing he had a free play after San Francisco jumped offside, Ryan Tannehill took a shot deep down the field. He let it fly and there was wide receiver A.J. Brown in single coverage down the near sideline, making an impressive adjustment to high-point the football and pull it in for the 42-yard completion into 49ers territory. Brown had 11 catches for 145 yards and a touchdown in Tennessee's 20-17 victory over San Francisco on Dec. 23, 2021.",https://assets.nflallday.com/editions/launch_codes/ae98786e-bfd2-454d-8148-7aa10370f0b9/play_ae98786e-bfd2-454d-8148-7aa10370f0b9_launch_codes_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,899,298.88461538461536,52,https://nflallday.com/listing/moment/607
608,Jaylen Waddle,Miami Dolphins,WR,Offense,Reception,2021,16,2021-12-27 00:00:00.000,Win,True,True,True,True,True,True,LEGENDARY,2,"On what first looked like an option play to the left, Jaylen Waddle took the flip from Tua Tagovailoa back to the right and cut it up the field for the one-yard score on this trick play. The rookie caught 10 passes for 92 yards and this touchdown on the day in Miami's 20-3 win over New Orleans on Dec. 26, 2021.",https://assets.nflallday.com/editions/rookie_revelation/501b474a-ac79-49c2-9257-7b01cba4cf60/play_501b474a-ac79-49c2-9257-7b01cba4cf60_rookie_revelation_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,49,2999.0,1,https://nflallday.com/listing/moment/608
610,DeVonta Smith,Philadelphia Eagles,WR,Offense,Reception,2021,16,2021-12-26 00:00:00.000,Win,True,True,True,True,True,True,LEGENDARY,2,"DeVonta Smith found room where there seemingly was none, giving his quarterback a window to deliver the football and pulling it in for the score. Check out that toe drag, too. Smith caught five passes for 80 yards and this touchdown on the day in a 34-10 Philadelphia win over the Giants on Dec. 26, 2021.",https://assets.nflallday.com/editions/rookie_revelation/ca25fdf1-e7bf-405e-b193-782ef79aff76/play_ca25fdf1-e7bf-405e-b193-782ef79aff76_rookie_revelation_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,49,2350.0,2,https://nflallday.com/listing/moment/610
612,Antoine Wesley,Arizona Cardinals,WR,Offense,Reception,2021,17,2022-01-02 00:00:00.000,Win,True,True,True,True,True,True,COMMON,0,"On third down, Antoine Wesley was able to get separation from the defender at the line before leaping and twisting at the goal line to high-point this pass from Kyler Murray and bring it in for the score. On the day, Wesley caught four passes for 30 yards and two touchdowns in a 25-22 Arizona win over Dallas on Jan. 2, 2022.",https://assets.nflallday.com/editions/base/8a489073-f15e-4ffa-a304-ca8f7528b1a3/play_8a489073-f15e-4ffa-a304-ca8f7528b1a3_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,8.303896103896104,385,https://nflallday.com/listing/moment/612
614,Duron Harmon,Atlanta Falcons,DB,Defense,Interception,2021,17,2022-01-02 00:00:00.000,Loss,False,False,,False,False,False,COMMON,0,"With Buffalo looking to extend its lead before halftime, Duron Harmon put a stop to things. The pass from quarterback Josh Allen was deflected and intercepted by Harmon in the end zone to give the ball back to the Atlanta offense. Harmon had five total tackles in the Falcons' 29-15 loss to Buffalo on Jan. 2, 2022.",https://assets.nflallday.com/editions/base/de018b55-cfd1-4001-a708-c4cc6b3c0b28/play_de018b55-cfd1-4001-a708-c4cc6b3c0b28_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,7.3865199449793675,727,https://nflallday.com/listing/moment/614
615,Devonta Freeman,Baltimore Ravens,RB,Offense,Rush,2021,17,2022-01-02 00:00:00.000,Loss,False,False,False,False,False,False,COMMON,0,"Devonta Freeman first bounced it to the outside, then cut it up the field when he saw a hole develop and took advantage. He got to the second level of the Los Angeles defense and turned on the jets, picking up the first down and moving Baltimore into Rams territory on this 32-yard gain. On the day, Freeman carried the ball 14 times for 76 yards in a 20-19 Baltimore loss to Los Angeles on Jan. 2, 2022.",https://assets.nflallday.com/editions/base/79951e52-f5ef-4666-aa59-2198bd4cb323/play_79951e52-f5ef-4666-aa59-2198bd4cb323_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,7.110169491525424,590,https://nflallday.com/listing/moment/615
616,Tyus Bowser,Baltimore Ravens,LB,Defense,Strip Sack,2021,17,2022-01-02 00:00:00.000,Loss,False,False,,False,False,False,COMMON,0,"Los Angeles was in the red zone and threatening to take the lead in the third quarter when Tyus Bowser came bursting through the line. As quarterback Matthew Stafford dipped to try to avoid the sack, Bowser stripped the ball from his left hand and forced a fumble, which would be recovered by Baltimore and halt the Los Angeles drive. Bowser had two total tackles on the day in the Ravens' 20-19 loss to the Rams on Jan. 2, 2022.",https://assets.nflallday.com/editions/base/773ac906-ef38-499a-9f19-d77bd69c50f3/play_773ac906-ef38-499a-9f19-d77bd69c50f3_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,6.800718132854578,557,https://nflallday.com/listing/moment/616
618,Darnell Mooney,Chicago Bears,WR,Offense,Reception,2021,17,2022-01-02 00:00:00.000,Win,True,False,True,True,True,True,COMMON,0,"The Bears rolled the dice and went for it on fourth down. Darnell Mooney made sure it paid off. Leaping high to grab this Andy Dalton pass, Mooney got two feet down for the score before falling out of bounds, extending the Chicago lead in the first quarter. Mooney caught seven passes for 69 yards and this score in the Bears' 29-3 win over the Giants on Jan. 2, 2022.",https://assets.nflallday.com/editions/base/ecfac63f-acd9-4a78-a8db-a39b8d218648/play_ecfac63f-acd9-4a78-a8db-a39b8d218648_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,19.40119760479042,835,https://nflallday.com/listing/moment/618
619,Baker Mayfield,Cleveland Browns,QB,Offense,Pass,2021,17,2022-01-03 00:00:00.000,Loss,False,True,True,True,True,True,COMMON,0,"The play action from Baker Mayfield freed up Harrison Bryant in the end zone, where Mayfield found him on this fourth-quarter touchdown. Mayfield was 16-of-38 for 185 yards with two touchdowns and two interceptions in Cleveland's 26-14 loss to Pittsburgh on Jan. 3, 2022.",https://assets.nflallday.com/editions/base/7a7dc030-1fa3-43a4-ad23-902b187422a9/play_7a7dc030-1fa3-43a4-ad23-902b187422a9_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,18.81122448979592,588,https://nflallday.com/listing/moment/619
620,David Njoku,Cleveland Browns,TE,Offense,Reception,2021,17,2022-01-03 00:00:00.000,Loss,False,False,True,True,True,True,COMMON,0,"David Njoku was matched up on a defensive back on this fade route, using his size to get position and bring the pass in for the score. Not only did he go up and get it, but he also did an impressive job of securing the ball as he went to the ground to complete the catch. Njoku caught four passes for 28 yards on the night in a 26-14 loss to Pittsburgh on Jan. 3, 2022.",https://assets.nflallday.com/editions/base/00680fe1-80d5-465c-b88f-31ad5f276188/play_00680fe1-80d5-465c-b88f-31ad5f276188_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,17.35603892386949,1747,https://nflallday.com/listing/moment/620
622,AJ Dillon,Green Bay Packers,RB,Offense,Rush,2021,17,2022-01-02 00:00:00.000,Win,True,True,,True,True,True,COMMON,0,"Even three defenders couldn't stop AJ Dillon in his pursuit of the end zone here. Taking the handoff out of the shotgun, Dillon sliced through a hole and took on not one, not two, but three Vikings and stayed on his feet to push across the goal line for the score. Dillon carried the ball 14 times for 63 yards and two touchdowns in Green Bay's 37-10 win over Minnesota on Jan. 2, 2022.",https://assets.nflallday.com/editions/base/2ae1e1e3-1190-4fc4-8b4f-daba9f26368d/play_2ae1e1e3-1190-4fc4-8b4f-daba9f26368d_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,50.63425750094949,2633,https://nflallday.com/listing/moment/622
623,Dare Ogunbowale,Jacksonville Jaguars,RB,Offense,Reception,2021,17,2022-01-02 00:00:00.000,Loss,False,True,True,True,True,True,COMMON,0,"Dare Ogunbowale's block gave his quarterback a fraction of a second longer to throw the football, then his leak out into the flat made him the target on this screen pass from Trevor Lawrence. Ogunbowale reeled it in and maneuvered past two defenders behind the line of scrimmage, then burst through into the red zone and in for the score. He carried the ball nine times for 36 yards and caught two passes for 32 yards, including this touchdown, in Jacksonville's 50-10 loss to New England on Jan. 2, 2022.",https://assets.nflallday.com/editions/base/ed90433f-960e-4778-8f85-8f0b00d88d96/play_ed90433f-960e-4778-8f85-8f0b00d88d96_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,6.767123287671233,438,https://nflallday.com/listing/moment/623
624,Marvin Jones Jr.,Jacksonville Jaguars,WR,Offense,Reception,2021,17,2022-01-02 00:00:00.000,Loss,False,False,,False,False,False,COMMON,0,"The defender arrived just as the ball did and somehow Marvin Jones Jr. was still able to pull in this grab for a gain of 22 yards. It was one of two catches for him on the day for 46 yards in a 50-10 loss to New England on Jan. 2, 2022.",https://assets.nflallday.com/editions/base/c087c0bf-7be7-4f8d-a268-de7b18b166d9/play_c087c0bf-7be7-4f8d-a268-de7b18b166d9_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,7.874326750448833,557,https://nflallday.com/listing/moment/624
626,Demarcus Robinson,Kansas City Chiefs,WR,Offense,Reception,2021,17,2022-01-02 00:00:00.000,Loss,False,True,True,True,True,True,COMMON,0,"Demarcus Robinson stepped to the outside, then broke back inside on this deep route to create space for quarterback Patrick Mahomes II to find him on this 29-yard touchdown pass to give Kansas City its first points of the game. On the day, Robinson caught two passes for 33 yards in a 34-31 Chiefs loss to Cincinnati on Jan. 2, 2022.",https://assets.nflallday.com/editions/base/ee5a2e00-4371-42b4-ac0b-eda0a9d8ff49/play_ee5a2e00-4371-42b4-ac0b-eda0a9d8ff49_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,7.132045088566827,621,https://nflallday.com/listing/moment/626
627,Derek Carr,Las Vegas Raiders,QB,Offense,Pass,2021,17,2022-01-02 00:00:00.000,Win,True,True,True,True,True,True,COMMON,0,"On 4th and 2 and trailing by four points from just outside the 10-yard line, the Raiders needed Derek Carr to make a play. He did. Rolling to his right to escape pressure, Carr threaded the needle to find wide receiver Hunter Renfrow for the score. Carr finished 24-of-31 on the day for 255 yards with one touchdown and two interceptions in Las Vegas' 23-20 win over Indianapolis on Jan. 2, 2022.",https://assets.nflallday.com/editions/base/5ba9b544-fb0f-4812-9d3d-9c3208d7b250/play_5ba9b544-fb0f-4812-9d3d-9c3208d7b250_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,35.56328694499668,1509,https://nflallday.com/listing/moment/627
628,Zay Jones,Las Vegas Raiders,WR,Offense,Reception,2021,17,2022-01-02 00:00:00.000,Win,True,False,False,False,False,False,COMMON,0,"Zay Jones broke toward the near sideline on this deep route and found space in the Indianapolis defense, pulling in this nicely floated pass from Derek Carr to move the Raiders into Colts territory for a gain of 42 yards. Las Vegas would score four plays later to take the lead and would go on to win, 23-20, on Jan. 2, 2022. Jones finished with eight receptions for 120 yards in the victory.",https://assets.nflallday.com/editions/base/b2f66200-efda-4687-b788-be9be696f985/play_b2f66200-efda-4687-b788-be9be696f985_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,8.385518590998043,511,https://nflallday.com/listing/moment/628
629,Keenan Allen,Los Angeles Chargers,WR,Offense,Reception,2021,17,2022-01-02 00:00:00.000,Win,True,False,True,True,True,True,COMMON,0,"Some patented Keenan Allen footwork was on display here, as he faked to the far sideline and broke back inside to create a window for Justin Herbert. The quarterback fired a pass, Allen pulled it in, and the Chargers put six more points on the board before halftime. Allen caught four passes for 44 yards and this score in Los Angeles' 34-13 victory over Denver on Jan. 2, 2022.",https://assets.nflallday.com/editions/base/da603935-462b-4859-b306-d29a6ad658cd/play_da603935-462b-4859-b306-d29a6ad658cd_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,22.733539094650205,972,https://nflallday.com/listing/moment/629
631,J.C. Jackson,New England Patriots,DB,Defense,Interception,2021,17,2022-01-02 00:00:00.000,Win,True,False,,False,False,False,COMMON,0,"This pass ended up wide of the intended receiver and J.C. Jackson was there to pick it off for New England. The pick tied him for the most interceptions through four seasons by any player in NFL history. He added four tackles on the day in a 50-10 Patriots win over Jacksonville on Jan. 2, 2022.",https://assets.nflallday.com/editions/base/ee25cb62-bcf2-4b2b-9091-4b953ae18e84/play_ee25cb62-bcf2-4b2b-9091-4b953ae18e84_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,14.004043126684635,2226,https://nflallday.com/listing/moment/631
632,Jakobi Meyers,New England Patriots,WR,Offense,Reception,2021,17,2022-01-02 00:00:00.000,Win,True,True,True,True,True,True,COMMON,0,"Jakobi Meyers created separation as he broke toward the back corner of the end zone and quarterback Mac Jones put it in the perfect spot. As the defender closed the gap and pulled him down, Meyers maintained possession and completed the catch to extend New England's first-half lead. Meyers caught eight passes for 73 yards and this touchdown on the day in a 50-10 New England victory over the Jaguars on Jan. 2, 2022.",https://assets.nflallday.com/editions/base/4846c7a7-9390-480d-9dc9-c721633ba439/play_4846c7a7-9390-480d-9dc9-c721633ba439_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,9.812061711079943,713,https://nflallday.com/listing/moment/632
633,P.J. Williams,New Orleans Saints,DB,Defense,Strip Sack,2021,17,2022-01-02 00:00:00.000,Win,True,False,,False,False,False,COMMON,0,"P.J. Williams deftly sidestepped a would-be blocker as he cut back inside on this play, giving him a clear path to the quarterback. The hit he delivered on Sam Darnold dislodged the football and sent it bouncing into the arms of teammate Marcus Davenport, who recovered to give the ball back to the New Orleans offense. Williams added three total tackles in an 18-10 victory over Carolina on Jan. 2, 2022.",https://assets.nflallday.com/editions/base/9f61cdab-15cd-42a7-a4d4-e44638d8f043/play_9f61cdab-15cd-42a7-a4d4-e44638d8f043_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,6.714285714285714,511,https://nflallday.com/listing/moment/633
634,Boston Scott,Philadelphia Eagles,RB,Offense,Rush,2021,17,2022-01-02 00:00:00.000,Win,True,True,True,True,True,True,COMMON,0,"Trailing by nine points and facing a 4th and Goal, Boston Scott did what he had to do to get into the end zone. He took the toss to the right and was patient as his blocks developed, then went airborne to evade a diving defender and cross the goal line for six. He carried the ball 14 times for 47 yards and two touchdowns on the day to go along with four receptions for 39 yards in Philadelphia's 20-16 win over Washington on Jan. 2, 2022. ",https://assets.nflallday.com/editions/base/57e5deb8-2aa2-4e96-96e2-072cac630060/play_57e5deb8-2aa2-4e96-96e2-072cac630060_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,8.080441640378549,634,https://nflallday.com/listing/moment/634
635,George Kittle,San Francisco 49ers,TE,Offense,Reception,2021,17,2022-01-02 00:00:00.000,Win,True,False,False,False,False,False,COMMON,0,"George Kittle got one hand on this pass from Trey Lance, which was enough to get it under control and pull it into his body to secure the impressive catch. He picked up 29 yards on the play and a first down in Houston territory. It was Kittle's lone catch of the game in a 23-7 San Francisco win over the Texans on Jan. 2, 2022.",https://assets.nflallday.com/editions/base/d6f99cab-765f-4dfc-8179-5bbc59e45ed2/play_d6f99cab-765f-4dfc-8179-5bbc59e45ed2_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,13.091533180778033,874,https://nflallday.com/listing/moment/635
636,D'Onta Foreman,Tennessee Titans,RB,Offense,Rush,2021,17,2022-01-02 00:00:00.000,Win,True,True,True,True,True,True,COMMON,0,"Patience at the line. Found a hole. A burst of speed. Touchdown. D'Onta Foreman showed it all here on this 21-yard touchdown run. He carried the ball 26 times for 132 yards and this score on the day in a 34-3 Tennessee win over Miami on Jan. 2, 2022. The victory clinched the Titans' second straight AFC South title.",https://assets.nflallday.com/editions/base/e909ce28-5e2a-4b83-87bd-203eaaaf01cb/play_e909ce28-5e2a-4b83-87bd-203eaaaf01cb_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,7.361867704280155,514,https://nflallday.com/listing/moment/636
637,Kyle Pitts,Atlanta Falcons,TE,Offense,Reception,2021,17,2022-01-02 00:00:00.000,Loss,False,False,False,False,False,False,RARE,1,"Kyle Pitts pulled in this Matt Ryan pass for the first down, but he was far from done. A stiff arm helped him into Buffalo territory, then he turned on the jets down the sideline and cut it back to get Atlanta into the red zone with a fresh set of downs. Pitts caught two passes for 69 yards in the game in a 29-15 loss to Buffalo on Jan. 2, 2022. ",https://assets.nflallday.com/editions/locked_in/ce2106e0-feff-4e77-bb7c-b983a69043e6/play_ce2106e0-feff-4e77-bb7c-b983a69043e6_locked_in_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,1199,212.6304347826087,46,https://nflallday.com/listing/moment/637
639,Austin Ekeler,Los Angeles Chargers,RB,Offense,Reception,2021,17,2022-01-02 00:00:00.000,Win,True,False,False,False,False,False,RARE,1,"Third down. Checkdown. First down. Austin Ekeler took this pass from Justin Herbert, eluded a tackle and was off down the near sideline for a 40-yard gain into Broncos territory. Ekeler caught three passes for 54 yards and carried the ball 17 times for 58 yards in the Chargers' 34-13 win over Denver on Jan. 2, 2022.",https://assets.nflallday.com/editions/locked_in/a566bdaa-21f2-4721-8940-e28252058d20/play_a566bdaa-21f2-4721-8940-e28252058d20_locked_in_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,1199,224.27642276422765,123,https://nflallday.com/listing/moment/639
640,Mike Williams,Los Angeles Chargers,WR,Offense,Reception,2021,17,2022-01-02 00:00:00.000,Win,True,True,True,True,True,True,RARE,1,"Mike Williams got behind the defense on this go route, then made a diving grab to reel in the pass from Justin Herbert for a 45-yard touchdown. The score broke the Chargers' single-season passing touchdown record, which now belongs to Herbert, while it was the biggest catch of Williams' three-reception, 63-yard performance against Denver. Los Angeles would go on to win, 34-13, on Jan. 2, 2022.",https://assets.nflallday.com/editions/locked_in/518e5c4f-e5cb-43f2-8586-52651684d586/play_518e5c4f-e5cb-43f2-8586-52651684d586_locked_in_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,1199,183.25066666666666,375,https://nflallday.com/listing/moment/640
641,Tyler Higbee,Los Angeles Rams,TE,Offense,Reception,2021,17,2022-01-02 00:00:00.000,Win,True,False,False,False,False,False,RARE,1,"Tyler Higbee found room to operate within the Baltimore defense and it was his twisting, leaping adjustment that made this grab so special. He reeled it in for a 19-yard Los Angeles gain to get the Rams into Baltimore territory. Higbee caught six passes for 69 yards in a 20-19 Rams win over the Ravens on Jan. 2, 2022.",https://assets.nflallday.com/editions/locked_in/b2f6ea1f-d45f-48e9-b204-c4f9c7cea3b1/play_b2f6ea1f-d45f-48e9-b204-c4f9c7cea3b1_locked_in_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,1199,84.19626168224299,107,https://nflallday.com/listing/moment/641
643,Michael Carter,New York Jets,RB,Offense,Rush,2021,17,2022-01-02 00:00:00.000,Loss,False,False,False,False,False,False,RARE,1,"Michael Carter took the pitch to the right on this second-down run and emerged from a cloud of Tampa Bay defenders to pick up the first down, but he was far from down. Bursting up the far sideline, Carter picked up 55 yards before being tripped up, but not before setting New York up inside the red zone. The Jets would score four plays later to take an early lead. They would ultimately fall, though, 28-24, to the Buccaneers on Jan. 2, 2022. Carter finished with three carries for 54 yards in the loss.",https://assets.nflallday.com/editions/locked_in/47d0a222-371e-4d8c-bf0e-7715ed7fae89/play_47d0a222-371e-4d8c-bf0e-7715ed7fae89_locked_in_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,1199,96.43478260869566,46,https://nflallday.com/listing/moment/643
645,Ben Roethlisberger,Pittsburgh Steelers,QB,Offense,Pass,2021,17,2022-01-03 00:00:00.000,Win,True,True,True,True,True,True,LEGENDARY,2,"In what was likely his final touchdown in the last home game of his career in Pittsburgh, Ben Roethlisberger moved the linebacker with a fake to the running back before slinging this pass to Diontae Johnson on the slant for the score. Roethlisberger was 24-of-46 for 123 yards with one touchdown and one interception in the Steelers' 26-14 win over Cleveland on Jan. 3, 2022.",https://assets.nflallday.com/editions/iconic/89809b5a-f8e2-4f1e-824f-09f82f0bc46e/play_89809b5a-f8e2-4f1e-824f-09f82f0bc46e_iconic_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,59,3141.0,2,https://nflallday.com/listing/moment/645
648,A.J. Terrell,Atlanta Falcons,DB,Defense,Interception,2021,17,2022-01-02 00:00:00.000,Loss,False,False,,False,False,False,COMMON,0,"A.J. Terrell's diving effort made this interception happen, keeping it off the snowy ground in Buffalo and handing it over to Atlanta's offense near midfield. Terrell had seven total tackles in the game, a 29-15 loss to the Bills on Jan. 2, 2022.",https://assets.nflallday.com/editions/make_the_stop/63ebf06c-4967-4779-b90a-b712c4e7abf8/play_63ebf06c-4967-4779-b90a-b712c4e7abf8_make_the_stop_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,7000,10.307053941908714,241,https://nflallday.com/listing/moment/648
649,Gregory Rousseau,Buffalo Bills,DL,Defense,Strip Sack,2021,17,2022-01-02 00:00:00.000,Win,True,False,,False,False,False,COMMON,0,"Gregory Rousseau worked his way around the edge and stayed locked in on the quarterback on this strip sack, forcing a fumble that was recovered by Buffalo and giving the ball back to the Bills' offense in the red zone. Buffalo would score six plays later to extend its early lead. Rousseau finished with three total tackles in Buffalo's 29-15 win over Atlanta on Jan. 2, 2022. ",https://assets.nflallday.com/editions/make_the_stop/18143d81-bd8a-4c2a-9b3c-cc101195ba32/play_18143d81-bd8a-4c2a-9b3c-cc101195ba32_make_the_stop_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,7000,24.57112970711297,478,https://nflallday.com/listing/moment/649
651,Myles Bryant,New England Patriots,DB,Defense,Interception,2021,17,2022-01-02 00:00:00.000,Win,True,False,,False,False,False,COMMON,0,"Myles Bryant was lurking when this pass tipped off the intended receiver's hands and into his arms for the interception. His work was just getting started, though. Bryant took it up the field on the return, into Jacksonville territory. He even slammed on the brakes to let a would-be tackler fly by him before continuing to motor down inside the Jaguars' 35-yard line. Bryant added three total tackles in New England's 50-10 win over Jacksonville on Jan. 2, 2022.",https://assets.nflallday.com/editions/make_the_stop/ab081260-e856-4ae0-ab67-099973c0b880/play_ab081260-e856-4ae0-ab67-099973c0b880_make_the_stop_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,7000,8.4,250,https://nflallday.com/listing/moment/651
652,Cedrick Wilson Jr.,Dallas Cowboys,WR,Offense,Pass,2021,17,2022-01-02 00:00:00.000,Loss,False,False,False,False,False,False,COMMON,0,"Dallas dug into its bag of tricks as it tried to make a comeback in the fourth quarter against Arizona, with Dak Prescott tossing this pass back to Cedrick Wilson Jr., who then looked back across the field to see Tony Pollard leaking out of the backfield. Pollard pulled in the pass for a 31-yard gain and a first down into Cardinals territory. It was Wilson Jr.'s lone pass on the day to go along with six catches for 35 yards and a touchdown in the Cowboys' 25-22 loss to Arizona on Jan. 2, 2022.",https://assets.nflallday.com/editions/move_the_chains/15100543-38b1-4029-9a3c-98cc8a01a65b/play_15100543-38b1-4029-9a3c-98cc8a01a65b_move_the_chains_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,8000,9.895238095238096,420,https://nflallday.com/listing/moment/652
653,Noah Fant,Denver Broncos,TE,Offense,Reception,2021,17,2022-01-02 00:00:00.000,Loss,False,False,False,False,False,False,COMMON,0,"Five Los Angeles defenders surrounded Noah Fant as he cut the ball up the field after making this reception in the third quarter, but he burst past the first-down marker, past midfield, and kept it moving into Chargers territory for a 35-yard gain. It was one of six catches on the day for Fant for 92 yards and a touchdown in Denver's 34-13 loss to Los Angeles on Jan. 2, 2022.",https://assets.nflallday.com/editions/move_the_chains/47ed990f-ffdc-4d75-872c-941a26f77463/play_47ed990f-ffdc-4d75-872c-941a26f77463_move_the_chains_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,8000,20.31824611032532,707,https://nflallday.com/listing/moment/653
654,Aaron Jones,Green Bay Packers,RB,Offense,Rush,2021,17,2022-01-02 00:00:00.000,Win,True,False,False,False,False,False,COMMON,0,"Aaron Jones took this toss from Aaron Rodgers in the shotgun and found a hole to the left side, but it was the stiff-arm he dished out in the second level of the defense that really propelled him forward for a gain of 28 yards and a first down into Minnesota territory. Jones carried the ball eight times for 76 yards and caught five passes for 30 yards in Green Bay's 37-10 win over the Vikings on Jan. 2, 2022.",https://assets.nflallday.com/editions/move_the_chains/a9cbc91e-118d-4455-a31b-e555227179c6/play_a9cbc91e-118d-4455-a31b-e555227179c6_move_the_chains_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,8000,35.38896020539153,779,https://nflallday.com/listing/moment/654
655,Patrick Mahomes II,Kansas City Chiefs,QB,Offense,Pass,2021,17,2022-01-02 00:00:00.000,Loss,False,False,False,False,False,False,COMMON,0,"Patrick Mahomes II makes no-look, sidearm passes look easy. He did that here, escaping pressure and holding the defender in place with his eyes while he found Blake Bell coming across the field for the completion and a gain of 24 yards. Mahomes finished 26-of-35 for 259 yards and two touchdowns in the Chiefs' 34-31 loss to Cincinnati on Jan. 2, 2022.",https://assets.nflallday.com/editions/move_the_chains/369c127d-ca83-4c08-9b53-4d259d238201/play_369c127d-ca83-4c08-9b53-4d259d238201_move_the_chains_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,8000,75.50980392156863,612,https://nflallday.com/listing/moment/655
